country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Ireland,Europe,1967,71.08,2900100,7.655.568.963,IRL,372
Ireland,Europe,1972,71.28,3024400,9.530.772.895.999.990,IRL,372
Ireland,Europe,1977,72.03,3271900,1.115.098.113,IRL,372
Ireland,Europe,1982,73.1,3480000,12.618.321.409.999.900,IRL,372
Ireland,Europe,1987,74.36,3539900,1.387.286.652,IRL,372
Ireland,Europe,1992,75.467,3557761,1.755.881.555,IRL,372
Ireland,Europe,1997,76.122,3667233,2.452.194.713,IRL,372
Ireland,Europe,2002,77.783,3879155,3.407.704.939,IRL,372
Ireland,Europe,2007,78.885,4109086,4.067.599.635,IRL,372
Israel,Asia,1952,65.39,1620914,4.086.522.128,ISR,376
Israel,Asia,1957,67.84,1944401,5.385.278.451,ISR,376
Israel,Asia,1962,69.39,2310904,7.105.630.706,ISR,376
Israel,Asia,1967,70.75,2693585,8.393.741.404,ISR,376
Israel,Asia,1972,71.63,3095893,1.278.693.223,ISR,376
Israel,Asia,1977,73.06,3495918,13.306.619.209.999.900,ISR,376
Israel,Asia,1982,74.45,3858421,153.670.292,ISR,376
Israel,Asia,1987,75.6,4203148,1.712.247.986,ISR,376
Israel,Asia,1992,76.93,4936550,1.805.152.254,ISR,376
Israel,Asia,1997,7.826.899.999.999.990,5531387,2.089.660.924,ISR,376
Israel,Asia,2002,79.696,6029529,2.190.559.514,ISR,376
Israel,Asia,2007,80.745,6426679,255.232.771,ISR,376
Italy,Europe,1952,65.94,47666000,4.931.404.154.999.990,ITA,380
Italy,Europe,1957,67.81,49182000,6.248.656.232,ITA,380
Italy,Europe,1962,69.24,50843200,824.358.234,ITA,380
Italy,Europe,1967,71.06,52667100,1.002.240.131,ITA,380
Italy,Europe,1972,72.19,54365564,1.226.927.378,ITA,380
Italy,Europe,1977,73.48,56059245,1.425.598.475,ITA,380
Italy,Europe,1982,74.98,56535636,165.374.835,ITA,380
Italy,Europe,1987,76.42,56729703,19.207.234.819.999.900,ITA,380
Italy,Europe,1992,77.44,56840847,2.201.364.486,ITA,380
Italy,Europe,1997,78.82,57479469,2.467.502.446,ITA,380
Italy,Europe,2002,80.24,57926999,27.968.098.169.999.900,ITA,380
Italy,Europe,2007,80.546,58147733,285.697.197,ITA,380
Jamaica,Americas,1952,58.53,1426095,28.985.308.809.999.900,JAM,388
Jamaica,Americas,1957,62.61,1535090,4.756.525.781,JAM,388
Jamaica,Americas,1962,65.61,1665128,5.246.107.524,JAM,388
Jamaica,Americas,1967,67.51,1861096,6.124.703.450.999.990,JAM,388
Jamaica,Americas,1972,69.0,1997616,7.433.889.293.000.000,JAM,388
Jamaica,Americas,1977,70.11,2156814,6.650.195.573,JAM,388
Jamaica,Americas,1982,71.21,2298309,606.805.135,JAM,388
Jamaica,Americas,1987,71.77,2326606,6.351.237.495,JAM,388
Jamaica,Americas,1992,71.766,2378618,7.404.923.685,JAM,388
Jamaica,Americas,1997,72.262,2531311,7.121.924.704.000.000,JAM,388
Jamaica,Americas,2002,72.047,2664659,6.994.774.861,JAM,388
Jamaica,Americas,2007,72.567,2780132,7.320.880.262.000.000,JAM,388
Japan,Asia,1952,63.03,86459025,3.216.956.347,JPN,392
Japan,Asia,1957,65.5,91563009,4.317.694.365,JPN,392
Japan,Asia,1962,68.73,95831757,6.576.649.461,JPN,392
Japan,Asia,1967,71.43,100825279,9.847.788.606.999.990,JPN,392
Japan,Asia,1972,73.42,107188273,1.477.878.636,JPN,392
Japan,Asia,1977,75.38,113872473,1.661.037.701,JPN,392
Japan,Asia,1982,77.11,118454974,1.938.410.571,JPN,392
Japan,Asia,1987,78.67,122091325,22.375.941.890.000.000,JPN,392
Japan,Asia,1992,79.36,124329269,26.824.895.109.999.900,JPN,392
Japan,Asia,1997,80.69,125956499,2.881.658.499,JPN,392
Japan,Asia,2002,82.0,127065841,286.045.919,JPN,392
Japan,Asia,2007,82.603,127467972,3.165.606.806,JPN,392
Jordan,Asia,1952,43.158,607914,1.546.907.807,JOR,400
Jordan,Asia,1957,45.669,746559,1.886.080.591,JOR,400
Jordan,Asia,1962,48.126.000.000.000.000,933559,2.348.009.158,JOR,400
Jordan,Asia,1967,51.629,1255058,2.741.796.252,JOR,400
Jordan,Asia,1972,56.528,1613551,2.110.856.309,JOR,400
Jordan,Asia,1977,6.113.399.999.999.990,1937652,2.852.351.568,JOR,400
Jordan,Asia,1982,63.739,2347031,4.161.415.959,JOR,400
Jordan,Asia,1987,65.869,2820042,4.448.679.912,JOR,400
Jordan,Asia,1992,68.015,3867409,34.315.936.469.999.900,JOR,400
Jordan,Asia,1997,6.977.199.999.999.990,4526235,3.645.379.572,JOR,400
Jordan,Asia,2002,71.263,5307470,38.449.171.939.999.900,JOR,400
Jordan,Asia,2007,72.535,6053193,4.519.461.171,JOR,400
Kenya,Africa,1952,42.27,6464046,8.535.409.189.999.990,KEN,404
Kenya,Africa,1957,4.468.600.000.000.000,7454779,9.444.383.152,KEN,404
Kenya,Africa,1962,47.949,8678557,8.969.663.732,KEN,404
Kenya,Africa,1967,50.653.999.999.999.900,10191512,1.056.736.457,KEN,404
Kenya,Africa,1972,53.559,12044785,1.222.359.968,KEN,404
Kenya,Africa,1977,56.155,14500404,1.267.613.204,KEN,404
Kenya,Africa,1982,58.766.000.000.000.000,17661452,1.348.225.791,KEN,404
Kenya,Africa,1987,59.339,21198082,1.361.936.856,KEN,404
Kenya,Africa,1992,59.285,25020539,13.419.217.210.000.000,KEN,404
Kenya,Africa,1997,54.407,28263827,13.604.850.210.000.000,KEN,404
Kenya,Africa,2002,50.992,31386842,1.287.514.732,KEN,404
Kenya,Africa,2007,54.11,35610177,1.463.249.282,KEN,404
Korea, Dem. Rep.,Asia,1952,50.056.000.000.000.000,8865488,1.088.277.758,KOR,410
Korea, Dem. Rep.,Asia,1957,54.081,9411381,1.571.134.655,KOR,410
Korea, Dem. Rep.,Asia,1962,56.656.000.000.000.000,10917494,1.621.693.598,KOR,410
Korea, Dem. Rep.,Asia,1967,59.942,12617009,2.143.540.609,KOR,410
Korea, Dem. Rep.,Asia,1972,63.983.000.000.000.000,14781241,37.016.215.030.000.000,KOR,410
Korea, Dem. Rep.,Asia,1977,6.715.899.999.999.990,16325320,4.106.301.249,KOR,410
Korea, Dem. Rep.,Asia,1982,69.1,17647518,4.106.525.293,KOR,410
Korea, Dem. Rep.,Asia,1987,7.064.699.999.999.990,19067554,41.064.923.149.999.900,KOR,410
Korea, Dem. Rep.,Asia,1992,6.997.800.000.000.000,20711375,3.726.063.507,KOR,410
Korea, Dem. Rep.,Asia,1997,67.727,21585105,1.690.756.814,KOR,410
Korea, Dem. Rep.,Asia,2002,6.666.199.999.999.990,22215365,1.646.758.151,KOR,410
Korea, Dem. Rep.,Asia,2007,67.297,23301725,159.306.548,KOR,410
Korea, Rep.,Asia,1952,47.453,20947571,1.030.592.226,KOR,410
Korea, Rep.,Asia,1957,52.681.000.000.000.000,22611552,1.487.593.537,KOR,410
Korea, Rep.,Asia,1962,55.292,26420307,15.363.443.869.999.900,KOR,410
Korea, Rep.,Asia,1967,57.716,30131000,20.292.281.420.000.000,KOR,410
Korea, Rep.,Asia,1972,62.611.999.999.999.900,33505000,303.087.665,KOR,410
Korea, Rep.,Asia,1977,64.766,36436000,465.722.102,KOR,410
Korea, Rep.,Asia,1982,67.123,39326000,5.622.942.464,KOR,410
Korea, Rep.,Asia,1987,69.81,41622000,8.533.088.805,KOR,410
Korea, Rep.,Asia,1992,72.244,43805450,1.210.427.872,KOR,410
Korea, Rep.,Asia,1997,7.464.699.999.999.990,46173816,1.599.352.796,KOR,410
Korea, Rep.,Asia,2002,77.045,47969150,1.923.398.818,KOR,410
Korea, Rep.,Asia,2007,78.623,49044790,23.348.139.730.000.000,KOR,410
Kuwait,Asia,1952,55.565,160000,1.083.823.529,KWT,414
Kuwait,Asia,1957,58.033,212846,1.135.231.329,KWT,414
Kuwait,Asia,1962,60.47,358266,9.545.811.176,KWT,414
Kuwait,Asia,1967,64.624,575003,8.089.488.326,KWT,414
Kuwait,Asia,1972,67.712,841934,109.347.867,KWT,414
Kuwait,Asia,1977,69.343,1140357,59.265.477.139.999.900,KWT,414
Kuwait,Asia,1982,71.309,1497494,3.135.403.573,KWT,414
Kuwait,Asia,1987,7.417.399.999.999.990,1891487,2.811.842.998,KWT,414
Kuwait,Asia,1992,75.19,1418095,3.493.291.959,KWT,414
Kuwait,Asia,1997,76.156,1765345,4.030.061.996,KWT,414
Kuwait,Asia,2002,76.904,2111561,3.511.010.566,KWT,414
Kuwait,Asia,2007,7.758.800.000.000.000,2505559,4.730.698.978,KWT,414
Lebanon,Asia,1952,55.928.000.000.000.000,1439529,4.834.804.067,LBN,422
Lebanon,Asia,1957,59.489,1647412,6.089.786.934.000.000,LBN,422
Lebanon,Asia,1962,62.093.999.999.999.900,1886848,5.714.560.611,LBN,422
Lebanon,Asia,1967,63.87,2186894,6.006.983.042,LBN,422
Lebanon,Asia,1972,65.421,2680018,7.486.384.341,LBN,422
Lebanon,Asia,1977,6.609.899.999.999.990,3115787,8.659.696.836,LBN,422
Lebanon,Asia,1982,66.983,3086876,7.640.519.520.999.990,LBN,422
Lebanon,Asia,1987,67.926,3089353,5.377.091.329,LBN,422
Lebanon,Asia,1992,69.292,3219994,6.890.806.854,LBN,422
Lebanon,Asia,1997,70.265,3430388,875.496.385,LBN,422
Lebanon,Asia,2002,71.028,3677780,931.393.883,LBN,422
Lebanon,Asia,2007,71.993,3921278,1.046.105.868,LBN,422
Lesotho,Africa,1952,42.138.000.000.000.000,748747,2.988.462.121,LSO,426
Lesotho,Africa,1957,45.047,813338,33.599.711.510.000.000,LSO,426
Lesotho,Africa,1962,47.747,893143,41.180.062.660.000.000,LSO,426
Lesotho,Africa,1967,48.492,996380,49.863.902.649.999.900,LSO,426
Lesotho,Africa,1972,49.766.999.999.999.900,1116779,49.658.159.220.000.000,LSO,426
Lesotho,Africa,1977,52.208,1251524,7.453.695.408,LSO,426
Lesotho,Africa,1982,55.078,1411807,7.972.631.074,LSO,426
Lesotho,Africa,1987,57.18,1599200,7.739.932.140.999.990,LSO,426
Lesotho,Africa,1992,59.685,1803195,9.774.862.724.999.990,LSO,426
Lesotho,Africa,1997,55.558,1982823,1.186.147.994,LSO,426
Lesotho,Africa,2002,44.593,2046772,1.275.184.575,LSO,426
Lesotho,Africa,2007,42.592,2012649,1.569.331.442,LSO,426
Liberia,Africa,1952,38.48,863308,5.755.729.961.000.000,LBR,430
Liberia,Africa,1957,39.486,975950,6.209.699.901,LBR,430
Liberia,Africa,1962,40.501.999.999.999.900,1112796,6.341.951.625,LBR,430
Liberia,Africa,1967,41.536,1279406,7.136.036.482.999.990,LBR,430
Liberia,Africa,1972,42.614,1482628,8.030.054.535,LBR,430
Liberia,Africa,1977,43.763.999.999.999.900,1703617,6.403.224.382.999.990,LBR,430
Liberia,Africa,1982,44.852,1956875,5.721.995.694,LBR,430
Liberia,Africa,1987,46.027,2269414,5.061.138.573,LBR,430
Liberia,Africa,1992,40.802,1912974,6.366.229.191.000.000,LBR,430
Liberia,Africa,1997,42.221.000.000.000.000,2200725,6.091.739.508,LBR,430
Liberia,Africa,2002,43.753,2814651,5.314.823.679,LBR,430
Liberia,Africa,2007,45.678.000.000.000.000,3193942,4.145.073.415,LBR,430
Libya,Africa,1952,42.723,1019729,238.754.806,LBY,434
Libya,Africa,1957,45.288.999.999.999.900,1201578,3.448.284.395,LBY,434
Libya,Africa,1962,47.808,1441863,67.570.308.159.999.900,LBY,434
Libya,Africa,1967,50.227,1759224,1.877.275.169,LBY,434
Libya,Africa,1972,52.773,2183877,21.011.497.209.999.900,LBY,434
Libya,Africa,1977,57.442,2721783,2.195.121.176,LBY,434
Libya,Africa,1982,62.155,3344074,17.364.275.380.000.000,LBY,434
Libya,Africa,1987,66.234,3799845,117.705.898,LBY,434
Libya,Africa,1992,68.755,4364501,9.640.138.501.000.000,LBY,434
Libya,Africa,1997,71.555,4759670,9.467.446.056,LBY,434
Libya,Africa,2002,72.737,5368585,9.534.677.467,LBY,434
Libya,Africa,2007,73.952,6036914,1.205.749.928,LBY,434
Madagascar,Africa,1952,36.681,4762912,1.443.011.715,MDG,450
Madagascar,Africa,1957,38.865,5181679,158.920.275,MDG,450
Madagascar,Africa,1962,40.848,5703324,164.338.711,MDG,450
Madagascar,Africa,1967,42.881,6334556,1.634.047.282,MDG,450
Madagascar,Africa,1972,44.851.000.000.000.000,7082430,1.748.562.982,MDG,450
Madagascar,Africa,1977,46.881,8007166,1.544.228.586,MDG,450
Madagascar,Africa,1982,48.968.999.999.999.900,9171477,1.302.878.658,MDG,450
Madagascar,Africa,1987,49.35,10568642,11.554.419.480.000.000,MDG,450
Madagascar,Africa,1992,52.214,12210395,10.406.761.900.000.000,MDG,450
Madagascar,Africa,1997,54.978,14165114,9.862.958.956,MDG,450
Madagascar,Africa,2002,57.286,16473477,8.946.370.822,MDG,450
Madagascar,Africa,2007,59.443.000.000.000.000,19167654,1.044.770.126,MDG,450
Malawi,Africa,1952,36.256,2917802,3.691.650.802,MWI,454
Malawi,Africa,1957,37.207,3221238,41.636.980.639.999.900,MWI,454
Malawi,Africa,1962,38.41,3628608,42.790.108.560.000.000,MWI,454
Malawi,Africa,1967,39.486.999.999.999.900,4147252,4.955.147.806,MWI,454
Malawi,Africa,1972,41.766.000.000.000.000,4730997,5.846.219.709,MWI,454
Malawi,Africa,1977,43.766.999.999.999.900,5637246,6.632.236.766,MWI,454
Malawi,Africa,1982,45.641.999.999.999.900,6502825,6.328.039.209,MWI,454
Malawi,Africa,1987,47.457,7824747,6.355.173.633.999.990,MWI,454
Malawi,Africa,1992,49.42,10014249,5.632.000.145,MWI,454
Malawi,Africa,1997,47.495,10419991,6.922.758.102.999.990,MWI,454
Malawi,Africa,2002,4.500.899.999.999.990,11824495,6.654.231.186.000.000,MWI,454
Malawi,Africa,2007,48.303.000.000.000.000,13327079,7.593.499.101,MWI,454
Malaysia,Asia,1952,48.463,6748378,1.831.132.894,MYS,458
Malaysia,Asia,1957,52.102,7739235,18.100.669.920.000.000,MYS,458
Malaysia,Asia,1962,55.736.999.999.999.900,8906385,20.368.849.440.000.000,MYS,458
Malaysia,Asia,1967,59.371,10154878,2.277.742.396,MYS,458
Malaysia,Asia,1972,63.01,11441462,284.909.478,MYS,458
Malaysia,Asia,1977,65.256,12845381,38.279.215.710.000.000,MYS,458
Malaysia,Asia,1982,68.0,14441916,4.920.355.951,MYS,458
Malaysia,Asia,1987,69.5,16331785,5.249.802.653,MYS,458
Malaysia,Asia,1992,70.693,18319502,7.277.912.802,MYS,458
Malaysia,Asia,1997,71.938,20476091,1.013.290.964,MYS,458
Malaysia,Asia,2002,73.044,22662365,1.020.697.794,MYS,458
Malaysia,Asia,2007,74.241,24821286,124.516.558,MYS,458
Mali,Africa,1952,33.685,3838168,4.523.369.807,MLI,466
Mali,Africa,1957,35.306.999.999.999.900,4241884,4.903.821.867,MLI,466
Mali,Africa,1962,36.936,4690372,49.617.434.280.000.000,MLI,466
Mali,Africa,1967,38.486.999.999.999.900,5212416,5.450.098.873,MLI,466
Mali,Africa,1972,39.977,5828158,5.813.688.761,MLI,466
Mali,Africa,1977,41.714,6491649,6.863.952.693,MLI,466
Mali,Africa,1982,43.916.000.000.000.000,6998256,6.180.140.640.999.990,MLI,466
Mali,Africa,1987,46.364,7634008,6.841.715.576,MLI,466
Mali,Africa,1992,48.388.000.000.000.000,8416215,739.014.375,MLI,466
Mali,Africa,1997,49.903,9384984,7.902.579.846,MLI,466
Mali,Africa,2002,51.818.000.000.000.000,10580176,9.514.097.517.999.990,MLI,466
Mali,Africa,2007,54.467,12031795,1.042.581.557,MLI,466
Mauritania,Africa,1952,40.543,1022556,7.431.159.097,MRT,478
Mauritania,Africa,1957,42.338,1076852,8.461.202.613,MRT,478
Mauritania,Africa,1962,44.248.000.000.000.000,1146757,10.558.960.359.999.900,MRT,478
Mauritania,Africa,1967,46.288.999.999.999.900,1230542,1.421.145.193,MRT,478
Mauritania,Africa,1972,48.437,1332786,1.586.851.781,MRT,478
Mauritania,Africa,1977,50.852,1456688,1.497.492.223,MRT,478
Mauritania,Africa,1982,53.599,1622136,1.481.150.189,MRT,478
Mauritania,Africa,1987,56.145,1841240,1.421.603.576,MRT,478
Mauritania,Africa,1992,58.333,2119465,1.361.369.784,MRT,478
Mauritania,Africa,1997,60.43,2444741,14.831.361.359.999.900,MRT,478
Mauritania,Africa,2002,62.247,2828858,15.790.195.429.999.900,MRT,478
Mauritania,Africa,2007,64.164,3270065,18.031.514.960.000.000,MRT,478
Mauritius,Africa,1952,50.986.000.000.000.000,516556,1.967.955.707,MUS,480
Mauritius,Africa,1957,58.089,609816,2.034.037.981,MUS,480
Mauritius,Africa,1962,60.246,701016,25.290.674.870.000.000,MUS,480
Mauritius,Africa,1967,61.556.999.999.999.900,789309,2.475.387.562,MUS,480
Mauritius,Africa,1972,62.943.999.999.999.900,851334,25.754.841.579.999.900,MUS,480
Mauritius,Africa,1977,64.93,913025,37.109.829.630.000.000,MUS,480
Mauritius,Africa,1982,66.711,992040,3.688.037.739,MUS,480
Mauritius,Africa,1987,68.74,1042663,4.783.586.903,MUS,480
Mauritius,Africa,1992,69.745,1096202,60.582.538.460.000.000,MUS,480
Mauritius,Africa,1997,70.736,1149818,7.425.705.295.000.000,MUS,480
Mauritius,Africa,2002,71.954,1200206,9.021.815.894,MUS,480
Mauritius,Africa,2007,72.801,1250882,1.095.699.112,MUS,480
Mexico,Americas,1952,50.788.999.999.999.900,30144317,3.478.125.529,MEX,484
Mexico,Americas,1957,55.19,35015548,4.131.546.641,MEX,484
Mexico,Americas,1962,58.299,41121485,4.581.609.385,MEX,484
Mexico,Americas,1967,60.11,47995559,5.754.733.883,MEX,484
Mexico,Americas,1972,62.361.000.000.000.000,55984294,6.809.406.690.000.000,MEX,484
Mexico,Americas,1977,65.032,63759976,7.674.929.108,MEX,484
Mexico,Americas,1982,67.405,71640904,9.611.147.541,MEX,484
Mexico,Americas,1987,69.498,80122492,8.688.156.003,MEX,484
Mexico,Americas,1992,71.455,88111030,9.472.384.295,MEX,484
Mexico,Americas,1997,73.67,95895146,976.729.753,MEX,484
Mexico,Americas,2002,74.902,102479927,1.074.244.053,MEX,484
Mexico,Americas,2007,76.195,108700891,1.197.757.496,MEX,484
Mongolia,Asia,1952,42.244,800663,7.865.668.575,MNG,496
Mongolia,Asia,1957,45.248.000.000.000.000,882134,9.126.626.085,MNG,496
Mongolia,Asia,1962,48.251.000.000.000.000,1010280,1.056.353.958,MNG,496
Mongolia,Asia,1967,51.253,1149500,122.604.113,MNG,496
Mongolia,Asia,1972,53.754,1320500,1.421.741.975,MNG,496
Mongolia,Asia,1977,5.549.100.000.000.000,1528000,1.647.511.665,MNG,496
Mongolia,Asia,1982,57.489,1756032,2.000.603.139,MNG,496
Mongolia,Asia,1987,60.222,2015133,2.338.008.304,MNG,496
Mongolia,Asia,1992,61.271,2312802,1.785.402.016,MNG,496
Mongolia,Asia,1997,63.625,2494803,19.022.521,MNG,496
Mongolia,Asia,2002,65.033,2674234,21.407.393.230.000.000,MNG,496
Mongolia,Asia,2007,66.803,2874127,30.957.722.710.000.000,MNG,496
Montenegro,Europe,1952,59.163.999.999.999.900,413834,2.647.585.601,MNE,499
Montenegro,Europe,1957,61.448,442829,3.682.259.903,MNE,499
Montenegro,Europe,1962,63.728,474528,4.649.593.785,MNE,499
Montenegro,Europe,1967,67.178,501035,5.907.850.937,MNE,499
Montenegro,Europe,1972,7.063.600.000.000.000,527678,7.778.414.017,MNE,499
Montenegro,Europe,1977,73.066,560073,9.595.929.904.999.990,MNE,499
Montenegro,Europe,1982,74.101,562548,1.122.258.762,MNE,499
Montenegro,Europe,1987,74.865,569473,1.173.251.017,MNE,499
Montenegro,Europe,1992,75.435,621621,7.003.339.037.000.000,MNE,499
Montenegro,Europe,1997,75.445,692651,6.465.613.349,MNE,499
Montenegro,Europe,2002,7.398.100.000.000.000,720230,6.557.194.282,MNE,499
Montenegro,Europe,2007,74.543,684736,9.253.896.111,MNE,499
Morocco,Africa,1952,42.873.000.000.000.000,9939217,168.820.357,MAR,504
Morocco,Africa,1957,45.423,11406350,1.642.002.314,MAR,504
Morocco,Africa,1962,47.924,13056604,1.566.353.493,MAR,504
Morocco,Africa,1967,50.335,14770296,171.104.477,MAR,504
Morocco,Africa,1972,52.861.999.999.999.900,16660670,1.930.194.975,MAR,504
Morocco,Africa,1977,55.73,18396941,2.370.619.976,MAR,504
Morocco,Africa,1982,59.65,20198730,2.702.620.356,MAR,504
Morocco,Africa,1987,62.677,22987397,2.755.046.991,MAR,504
Morocco,Africa,1992,65.393,25798239,2.948.047.252,MAR,504
Morocco,Africa,1997,67.66,28529501,2.982.101.858,MAR,504
Morocco,Africa,2002,69.615,31167783,3.258.495.584,MAR,504
Morocco,Africa,2007,71.164,33757175,382.017.523,MAR,504
Mozambique,Africa,1952,31.285.999.999.999.900,6446316,4.685.260.381,MOZ,508
Mozambique,Africa,1957,33.779,7038035,4.955.868.333.000.000,MOZ,508
Mozambique,Africa,1962,36.161,7788944,5.566.863.539,MOZ,508
Mozambique,Africa,1967,38.113,8680909,5.666.691.539,MOZ,508
Mozambique,Africa,1972,40.328,9809596,7.249.178.037,MOZ,508
Mozambique,Africa,1977,42.495,11127868,50.231.973.339.999.900,MOZ,508
Mozambique,Africa,1982,42.795,12587223,4.622.114.149,MOZ,508
Mozambique,Africa,1987,42.861.000.000.000.000,12891952,38.987.618.460.000.000,MOZ,508
Mozambique,Africa,1992,44.284,13160731,41.089.682.389.999.900,MOZ,508
Mozambique,Africa,1997,46.343.999.999.999.900,16603334,47.234.607.710.000.000,MOZ,508
Mozambique,Africa,2002,44.026,18473780,6.336.179.466,MOZ,508
Mozambique,Africa,2007,42.082,19951656,8.236.856.205,MOZ,508
Myanmar,Asia,1952,36.319,20092996,331.0,MMR,104
Myanmar,Asia,1957,41.905,21731844,350.0,MMR,104
Myanmar,Asia,1962,45.108.000.000.000.000,23634436,388.0,MMR,104
Myanmar,Asia,1967,49.379,25870271,349.0,MMR,104
Myanmar,Asia,1972,53.07,28466390,357.0,MMR,104
Myanmar,Asia,1977,56.059,31528087,371.0,MMR,104
Myanmar,Asia,1982,58.056.000.000.000.000,34680442,424.0,MMR,104
Myanmar,Asia,1987,58.339,38028578,385.0,MMR,104
Myanmar,Asia,1992,59.32,40546538,347.0,MMR,104
Myanmar,Asia,1997,60.328,43247867,415.0,MMR,104
Myanmar,Asia,2002,59.908,45598081,611.0,MMR,104
Myanmar,Asia,2007,62.068.999.999.999.900,47761980,944.0,MMR,104
Namibia,Africa,1952,41.725,485831,2.423.780.443,NAM,516
Namibia,Africa,1957,45.226.000.000.000.000,548080,2.621.448.058,NAM,516
Namibia,Africa,1962,48.386,621392,3.173.215.595,NAM,516
Namibia,Africa,1967,51.159,706640,3.793.694.753,NAM,516
Namibia,Africa,1972,53.867,821782,3.746.080.948,NAM,516
Namibia,Africa,1977,56.437,977026,38.764.859.579.999.900,NAM,516
Namibia,Africa,1982,58.968,1099010,4.191.100.511,NAM,516
Namibia,Africa,1987,60.835,1278184,36.937.313.369.999.900,NAM,516
Namibia,Africa,1992,61.998.999.999.999.900,1554253,3.804.537.999,NAM,516
Namibia,Africa,1997,58.909,1774766,389.952.426,NAM,516
Namibia,Africa,2002,51.479,1972153,40.723.247.509.999.900,NAM,516
Namibia,Africa,2007,52.906.000.000.000.000,2055080,4.811.060.429,NAM,516
Nepal,Asia,1952,36.157,9182536,5.458.657.228.999.990,NPL,524
Nepal,Asia,1957,37.686,9682338,5.979.363.557.999.990,NPL,524
Nepal,Asia,1962,39.393,10332057,6.523.968.593,NPL,524
Nepal,Asia,1967,41.472,11261690,6.764.422.254,NPL,524
Nepal,Asia,1972,43.971.000.000.000.000,12412593,6.747.881.296,NPL,524
Nepal,Asia,1977,46.748.000.000.000.000,13933198,6.941.124.398,NPL,524
Nepal,Asia,1982,49.593.999.999.999.900,15796314,7.183.730.947,NPL,524
Nepal,Asia,1987,52.537,17917180,7.756.324.501,NPL,524
Nepal,Asia,1992,55.727,20326209,8.977.403.604,NPL,524
Nepal,Asia,1997,59.426,23001113,1.010.892.138,NPL,524
Nepal,Asia,2002,61.34,25873917,1.057.206.311,NPL,524
Nepal,Asia,2007,63.785,28901790,1.091.359.778,NPL,524
Netherlands,Europe,1952,72.13,10381988,8.941.571.858,NLD,528
Netherlands,Europe,1957,72.99,11026383,11.276.193.440.000.000,NLD,528
Netherlands,Europe,1962,73.23,11805689,12.790.849.559.999.900,NLD,528
Netherlands,Europe,1967,73.82,12596822,1.536.325.136,NLD,528
Netherlands,Europe,1972,73.75,13329874,1.879.474.567,NLD,528
Netherlands,Europe,1977,75.24,13852989,212.090.592,NLD,528
Netherlands,Europe,1982,76.05,14310401,2.139.946.046,NLD,528
Netherlands,Europe,1987,76.83,14665278,2.365.132.361,NLD,528
Netherlands,Europe,1992,77.42,15174244,2.679.094.961,NLD,528
Netherlands,Europe,1997,78.03,15604464,3.024.613.063,NLD,528
Netherlands,Europe,2002,78.53,16122830,3.372.475.778,NLD,528
Netherlands,Europe,2007,79.762,16570613,3.679.793.332,NLD,528
New Zealand,Oceania,1952,69.39,1994794,10.556.575.659.999.900,NZL,554
New Zealand,Oceania,1957,70.26,2229407,1.224.739.532,NZL,554
New Zealand,Oceania,1962,71.24,2488550,13.175.678,NZL,554
New Zealand,Oceania,1967,71.52,2728150,14.463.918.930.000.000,NZL,554
New Zealand,Oceania,1972,71.89,2929100,1.604.603.728,NZL,554
New Zealand,Oceania,1977,72.22,3164900,162.337.177,NZL,554
New Zealand,Oceania,1982,73.84,3210650,176.324.104,NZL,554
New Zealand,Oceania,1987,74.32,3317166,1.900.719.129,NZL,554
New Zealand,Oceania,1992,76.33,3437674,18.363.324.940.000.000,NZL,554
New Zealand,Oceania,1997,77.55,3676187,2.105.041.377,NZL,554
New Zealand,Oceania,2002,79.11,3908037,2.318.980.135,NZL,554
New Zealand,Oceania,2007,80.204,4115771,2.518.500.911,NZL,554
Nicaragua,Americas,1952,4.231.399.999.999.990,1165790,3.112.363.948,NIC,558
Nicaragua,Americas,1957,45.431.999.999.999.900,1358828,3.457.415.947,NIC,558
Nicaragua,Americas,1962,48.632,1590597,3.634.364.406,NIC,558
Nicaragua,Americas,1967,5.188.399.999.999.990,1865490,4.643.393.534.000.000,NIC,558
Nicaragua,Americas,1972,55.151,2182908,4.688.593.267,NIC,558
Nicaragua,Americas,1977,57.47,2554598,5.486.371.089,NIC,558
Nicaragua,Americas,1982,59.298,2979423,34.703.381.560.000.000,NIC,558
Nicaragua,Americas,1987,62.008,3344353,2.955.984.375,NIC,558
Nicaragua,Americas,1992,65.843,4017939,2.170.151.724,NIC,558
Nicaragua,Americas,1997,68.426,4609572,2.253.023.004,NIC,558
Nicaragua,Americas,2002,70.836,5146848,2.474.548.819,NIC,558
Nicaragua,Americas,2007,72.899,5675356,2.749.320.965,NIC,558
Niger,Africa,1952,37.444,3379468,761.879.376,NER,562
Niger,Africa,1957,38.598,3692184,8.355.234.025.000.000,NER,562
Niger,Africa,1962,39.486.999.999.999.900,4076008,9.977.661.127,NER,562
Niger,Africa,1967,40.118,4534062,1.054.384.891,NER,562
Niger,Africa,1972,40.546,5060262,9.542.092.363,NER,562
Niger,Africa,1977,41.291.000.000.000.000,5682086,8.088.970.727.999.990,NER,562
Niger,Africa,1982,42.598,6437188,9.097.221.354.000.000,NER,562
Niger,Africa,1987,44.555,7332638,6.683.000.228,NER,562
Niger,Africa,1992,47.391.000.000.000.000,8392818,581.182.725,NER,562
